,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupSize,SoloTraveler,Deck,CabinNum,Side,TotalSpend,NoSpend,AgeGroup
75,2,0,2785,2,0.7233549947541986,0,2.3993558272105453,0.0,0.0,0.0,0.0,6576,0,1.0,-1.0,5,-1.8875353860470603,0,0.32112212371936766,0.0,2
78,0,0,4731,2,-0.19109023381881568,0,1.7598261602644765,0.0,0.0,0.0,0.778326556204762,1601,1,0.0,0.0,6,-1.9596499746441913,1,-0.0021261321596113365,0.0,5
80,0,0,2922,2,0.7621189881865668,0,1.4424349867069723,0.0,0.0,1.6194360215457548,1.6809215368196597,3672,0,0.0,0.0,5,-1.8546027239098757,0,0.08833797648940189,0.0,2
82,0,1,4851,2,0.42375619846066165,0,0.0,0.0,0.0,0.0,0.0,3219,1,0.0,0.0,6,-1.9224651549707714,1,-0.9042001854905145,1.0,0
83,0,1,4871,2,-0.06132164693542493,0,0.0,0.0,0.0,0.0,0.0,1798,1,1.0,-1.0,6,-1.8875353860470603,1,-0.9042001854905145,1.0,0
84,0,0,3143,2,0.0,0,0.18665241123894336,1.5804987129794716,1.1053236472875188,1.3140556477217242,0.0,6508,0,1.0,-1.0,5,-1.7657865389264433,1,0.03398399604576989,0.0,0
91,0,0,3126,1,-0.2599226256946602,0,1.5464903022351302,1.4624489898881459,1.9987919342036438,0.9119079237379881,0.0,242,0,1.0,-1.0,5,-1.7938977107428782,0,0.08204143158416158,0.0,5
93,2,1,5637,2,0.22515521970142643,0,0.0,0.0,0.0,0.0,0.0,1048,1,0.0,0.0,6,0.2826796207011802,1,-0.9042001854905145,1.0,0
94,0,0,3187,2,-0.6538345149474958,0,0.0,0.0,0.0,1.6852987418301841,1.2176385689646794,5587,0,0.0,0.0,5,-1.6888504600085623,1,0.03458190722468457,0.0,4
95,0,0,3198,2,-0.19109023381881568,0,0.0,0.0,0.0,0.0,0.778326556204762,609,1,1.7095112913514543,-1.0,5,-1.665330266514985,1,-0.506718127034453,0.0,5
96,0,1,4897,0,-1.7361025113858077,0,0.0,0.0,0.0,0.0,0.0,5874,1,1.7095112913514543,-1.0,6,-1.8234510979082117,1,-0.9042001854905145,1.0,1
98,0,0,3159,2,0.0,0,0.0,0.0,2.024366422814488,0.2754115523761867,1.3148531480956882,1283,0,0.0,0.0,5,-1.7389833466298483,0,-0.0025162582496654224,0.0,0
100,0,1,4911,2,-0.2599226256946602,0,0.0,0.0,0.0,0.0,0.0,4919,0,1.0,-1.0,6,-1.7938977107428782,1,-0.9042001854905145,1.0,5
103,1,0,5637,2,0.2770411427904802,0,0.0,1.452666546457719,0.6206071563358557,2.0748126862005862,1.788002417768949,2955,0,2.2598510045646623,-1.0,6,0.2826796207011802,1,0.27007135078097977,0.0,0
109,0,0,3186,2,1.42005441991312,0,0.0,0.0,2.133903562451908,0.0,0.0,3353,1,0.0,0.0,5,-1.6888504600085623,0,0.015920125665914543,0.0,3
110,0,0,4926,2,0.0,0,1.189916481604246,1.2219238251603368,1.9339168855365627,1.3728968298703546,0.18665241123894336,4526,0,0.0,0.0,6,-1.7657865389264433,1,0.03247774490288809,0.0,0
111,2,0,3197,2,-0.06132164693542493,0,0.0,0.0,0.0,0.0,0.0,5604,1,0.0,0.0,5,-1.665330266514985,0,-0.9042001854905145,1.0,0
115,2,1,3213,2,-0.19109023381881568,0,0.0,0.0,0.0,0.0,0.0,836,1,0.0,0.0,5,-1.6427326748695408,0,-0.9042001854905145,1.0,5
116,0,0,4936,2,0.11633298232092336,0,0.0,0.0,0.0,1.6422929393979082,1.1626240277512538,5937,0,0.0,0.0,6,-1.7389833466298483,1,0.0105196850798052,0.0,0
117,0,0,3234,2,-0.6538345149474958,0,1.083956799122398,1.5431771294386885,1.2476575416896074,0.0,0.18665241123894336,3382,0,0.0,0.0,5,-1.6000342750251302,0,-0.0027117371091836913,0.0,4
118,2,1,3235,2,1.4961346683020862,0,0.0,0.0,0.0,0.0,0.0,4665,1,0.0,0.0,5,-1.6000342750251302,1,-0.9042001854905145,1.0,3
122,0,1,4952,1,-0.3316849217849671,0,0.0,0.0,0.0,0.0,0.0,5389,1,0.0,0.0,6,-1.7133718088036451,1,-0.9042001854905145,1.0,5
123,2,1,3260,2,-0.5673458418343992,0,0.0,0.0,0.0,0.0,0.0,2561,1,1.0,-1.0,5,-1.560283015780669,1,-0.9042001854905145,1.0,5
125,0,0,4882,2,-0.5673458418343992,0,0.0,0.6536234952370928,2.103149617131613,0.0,0.0,1203,1,0.0,0.0,6,-1.8546027239098757,0,0.00526814338483785,0.0,5
127,0,1,4896,2,-1.168756669551409,0,0.0,0.0,0.0,0.0,0.0,2500,1,1.0,-1.0,6,-1.8234510979082117,0,-0.9042001854905145,1.0,4
130,0,1,4910,2,-0.19109023381881568,0,0.0,0.0,0.0,0.0,0.0,2442,1,1.0,-1.0,6,-1.7938977107428782,0,-0.9042001854905145,1.0,5
131,0,0,3259,2,-0.06132164693542493,0,1.639673275776954,0.0,0.0,0.0,1.6527825349390073,6746,0,1.0,-1.0,5,-1.560283015780669,0,0.0317183870677939,0.0,0
132,2,0,3273,2,0.22515521970142643,0,0.0,0.0,1.4622790421292153,0.0,0.0,5366,0,0.0,0.0,5,-1.5413906763327716,0,-0.2736784173486227,0.0,0
133,0,0,3286,2,-0.4850778453960866,0,0.0,1.4584688243882473,1.7068627032661057,0.0,0.0,2991,1,0.0,0.0,5,-1.5230981961072492,1,-0.017570844909067254,0.0,5
134,0,0,4985,2,1.198600978759236,0,0.0,0.0,0.0,0.0,0.0,6738,0,0.0,0.0,6,-1.6427326748695408,1,-0.9042001854905145,1.0,2
135,0,1,4998,2,1.0110568229059989,0,0.0,0.0,0.0,0.0,0.0,5766,1,0.0,0.0,6,-1.6209880289476664,1,-0.9042001854905145,1.0,2
136,2,0,3285,2,0.7233549947541986,0,1.8791108984249953,0.0,0.7647583148507885,0.0,1.16971081854046,1609,0,0.0,0.0,5,-1.5230981961072492,0,0.06604188263133944,0.0,2
137,0,1,5015,0,0.0,0,0.0,0.0,0.0,0.0,0.0,971,1,0.0,0.0,6,-1.6000342750251302,1,-0.9042001854905145,1.0,0
138,0,1,4925,0,0.5587209665014499,0,0.0,0.0,0.0,0.0,0.0,5911,0,0.0,0.0,6,-1.7657865389264433,0,-0.9042001854905145,1.0,0
139,0,0,3301,2,0.6836788241553226,0,0.0,0.0,0.0,0.0,1.726147969347211,452,0,0.0,0.0,5,-1.5053686516676394,0,-0.02267707339027958,0.0,2
140,0,0,4951,2,-0.3316849217849671,0,2.241402157500216,0.0,0.0,0.0,1.1113650983237304,2905,0,0.0,0.0,6,-1.7133718088036451,0,0.2424782364395441,0.0,5
143,0,0,5032,2,1.2279262301051308,0,1.0587718676518676,1.7937847566160643,0.0,0.0,1.3228920288857884,2488,1,1.0,-1.0,6,-1.5798158941839744,1,0.13212235549267115,0.0,2
144,0,1,5032,1,-0.7450004710907475,0,0.0,0.0,0.0,0.0,0.0,3332,0,1.0,-1.0,6,-1.5798158941839744,1,-0.9042001854905145,1.0,4
145,2,1,3359,2,0.42375619846066165,0,0.0,0.0,0.0,0.0,0.0,2949,1,0.0,0.0,5,-1.4240841390446894,0,-0.9042001854905145,1.0,0
146,2,1,3337,2,-1.168756669551409,0,0.0,0.0,0.0,0.0,0.0,4741,1,1.0,-1.0,5,-1.4552357650463534,1,-0.9042001854905145,1.0,4
147,2,0,3337,2,0.0,0,1.9441233158935212,0.0,1.2412143126717115,0.7860382942944486,1.3268232302086453,5576,0,1.0,-1.0,5,-1.4552357650463534,1,0.10804401473543519,0.0,0
148,0,1,4964,2,0.22515521970142643,0,0.0,0.0,0.0,0.0,0.0,6831,0,0.0,0.0,6,-1.6888504600085623,0,-0.9042001854905145,1.0,0
150,0,1,5058,1,-0.5673458418343992,0,0.0,0.0,0.0,0.0,0.0,1576,1,0.0,0.0,6,-1.5413906763327716,1,-0.9042001854905145,1.0,5
151,0,1,4972,2,0.2770411427904802,0,0.0,0.0,0.0,0.0,0.0,3101,1,0.0,0.0,6,-1.665330266514985,0,-0.9042001854905145,1.0,0
153,0,0,3375,0,-0.40663768136484163,0,1.5249362011605354,0.0,0.9035938671686059,1.1916794190241617,1.3923208980906656,2013,0,0.0,0.0,5,-1.409117979907332,0,-0.025880664122594172,0.0,5
156,0,0,4997,2,-0.5673458418343992,0,0.18665241123894336,1.301822871458961,2.0772578937710535,0.2754115523761867,0.669141894960796,2157,1,1.7095112913514543,-1.0,6,-1.6209880289476664,0,0.03232620840874932,0.0,5
159,0,0,5014,2,-0.4850778453960866,0,0.0,0.0,0.4421294589150075,1.4298835011809305,1.2205497595676964,4889,0,0.0,0.0,6,-1.6000342750251302,0,-0.08198767437867674,0.0,5
161,0,0,3348,2,0.5149221546039134,0,0.778326556204762,1.2045064706657895,1.9316840013477115,0.0,1.467869306331611,6081,1,0.0,0.0,5,-1.4394494424522861,1,0.018794021314031004,0.0,0
162,0,0,5031,2,-0.1249578576538719,0,1.1156737103713863,0.0,0.0,0.0,1.8483021921113245,1198,0,0.0,0.0,6,-1.5798158941839744,0,0.04833821712100038,0.0,5
163,0,1,5070,2,1.198600978759236,0,0.0,0.0,0.0,0.0,0.0,1097,1,0.0,0.0,6,-1.5230981961072492,1,-0.9042001854905145,1.0,2
167,0,0,5043,2,-1.9137571406421559,0,0.0,0.0,0.0,0.0,0.0,5598,0,1.7095112913514543,-1.0,6,-1.560283015780669,0,-0.9042001854905145,1.0,1
168,0,0,5043,2,0.6014108277170099,0,0.0,0.0,0.7647583148507885,1.70501635380808,0.0,4166,0,1.7095112913514543,-1.0,6,-1.560283015780669,0,0.03262911459843035,0.0,0
170,2,0,3407,2,-0.2599226256946602,0,0.0,0.0,0.700758612844422,1.7493711835325734,0.0,2616,0,1.7095112913514543,-1.0,5,-1.3664195800629209,0,0.05646076814855945,0.0,5
172,2,0,3427,2,0.6014108277170099,0,1.6180682850663646,0.0,2.157934682285901,0.0,0.0,774,1,0.0,0.0,5,-1.3528621373511671,0,0.07905176265474484,0.0,0
175,0,0,5057,1,1.0759171058750592,0,0.0,0.0,0.0,0.0,0.0,3581,1,0.0,0.0,6,-1.5413906763327716,0,-0.9042001854905145,1.0,2
176,0,1,5093,2,-0.6538345149474958,0,0.0,0.0,0.0,0.0,0.0,5499,0,0.0,0.0,6,-1.488168427183538,1,-0.9042001854905145,1.0,4
177,0,1,5069,2,-0.9436014498499827,0,0.0,0.0,0.0,0.0,0.0,2208,1,0.0,0.0,6,-1.5230981961072492,0,-0.9042001854905145,1.0,4
183,0,0,5104,2,0.11633298232092336,0,0.0,0.2651645097780702,1.3409983657536353,0.0,1.766389643089576,1273,0,0.0,0.0,6,-1.471466830797237,1,0.0105196850798052,0.0,0
185,0,1,5081,1,-0.5673458418343992,0,0.0,0.0,0.0,0.0,0.0,6472,0,0.0,0.0,6,-1.5053686516676394,0,-0.9042001854905145,1.0,5
187,2,0,3460,2,0.11633298232092336,0,1.8326620383745171,0.16730017881017414,1.5714440358797148,0.0,0.0,5183,1,1.7095112913514543,-1.0,5,-1.32666832081846,0,0.05127563540057263,0.0,0
188,2,1,3460,2,-1.4286792952460694,0,0.0,0.0,0.0,0.0,0.0,1608,1,1.7095112913514543,-1.0,5,-1.32666832081846,0,-0.9042001854905145,1.0,1
189,2,0,3460,2,-0.7450004710907475,0,1.8160571722246157,0.0,1.8274949301016514,1.3059681593182528,0.0,5258,0,1.7095112913514543,-1.0,5,-1.32666832081846,0,0.08579219193126239,0.0,4
191,0,0,3471,2,0.42375619846066165,0,1.345661854409359,1.2651645097780702,0.0,0.6011293213528106,1.605194468438982,5897,0,1.0,-1.0,5,-1.314004849940123,0,0.0030350330784418176,0.0,0
192,0,0,3485,2,-0.40663768136484163,0,1.5909433914425661,1.361748396690913,0.0,0.0,1.3438362032940447,1250,0,0.0,0.0,5,-1.3016137329931383,0,0.01420111135123721,0.0,5
193,0,0,3397,0,-0.40663768136484163,0,0.0,0.9758435423498405,0.0,0.0,2.0356571409469373,5847,0,0.0,0.0,5,-1.380303739387369,1,0.13934118847222945,0.0,5
194,0,0,3500,2,0.5587209665014499,0,1.9725344833435374,0.0,0.0,0.8353516763360442,0.0,5340,0,0.0,0.0,5,-1.28948350114504,0,0.10557406897713639,0.0,0
195,0,1,5133,2,-0.5673458418343992,0,0.0,0.0,0.0,0.0,0.0,4992,1,0.0,0.0,6,-1.4394494424522861,0,-0.9042001854905145,1.0,5
210,2,0,3408,2,-0.4850778453960866,0,1.9520868120779102,0.0,0.0,0.6229422381190667,0.0,2872,0,1.7095112913514543,-1.0,5,-1.3664195800629209,1,0.09377814250690222,0.0,5
211,2,1,3408,2,-0.19109023381881568,0,0.0,0.0,0.0,0.0,0.0,1552,1,1.7095112913514543,-1.0,5,-1.3664195800629209,1,-0.9042001854905145,1.0,5
212,2,1,1294,2,-0.8413786708007321,0,0.0,0.0,0.0,0.0,0.0,2932,1,1.7095112913514543,-1.0,4,-1.9596499746441913,1,-0.9042001854905145,1.0,4
213,0,0,5119,2,-0.40663768136484163,0,0.0,0.2651645097780702,2.073449741196172,0.0,0.6200458888731157,2445,0,0.0,0.0,6,-1.4552357650463534,1,-0.007894239094611984,0.0,5
214,2,0,3428,2,0.2770411427904802,1,1.4013479726799019,0.0,0.5714440358797147,1.8549580537190868,0.0,1015,0,0.0,0.0,5,-1.3528621373511671,1,0.12817701005132898,0.0,0
215,0,1,5158,1,1.2567501704762725,0,0.0,0.0,0.0,0.0,0.0,1267,1,0.0,0.0,6,-1.409117979907332,0,-0.9042001854905145,1.0,2
216,0,0,3445,2,-0.19109023381881568,0,0.43339347763417224,0.5019005364305223,0.0,1.6472572679249264,1.1800031225899457,1968,0,0.0,0.0,5,-1.3396163877663263,1,0.015749187975147547,0.0,5
217,2,0,3461,2,0.17162185197602428,0,1.1994778117249834,0.0,0.22106472945750374,1.8678091236360845,0.0,3993,0,0.0,0.0,5,-1.32666832081846,1,0.12711566467114388,0.0,0
218,0,1,5134,1,0.0,0,0.0,0.0,0.0,0.0,0.0,4991,0,0.0,0.0,6,-1.4394494424522861,1,-0.9042001854905145,1.0,0
219,2,0,3472,2,0.2770411427904802,0,1.0887229856354035,0.0,1.7697612251058952,1.8229462996099246,0.0,6337,0,0.0,0.0,5,-1.314004849940123,1,0.12278642360531777,0.0,0
220,0,0,3536,2,0.7621189881865668,0,0.0,1.6388791781887688,0.0,0.0,0.0,3885,0,0.0,0.0,5,-1.2545537322213292,0,0.029569603435660858,0.0,2
222,2,0,5637,2,0.5149221546039134,0,1.7391175308673585,0.0,0.0,1.136279172902985,1.5533079450678324,1918,0,0.0,0.0,6,0.2826796207011802,1,0.052328420289769494,0.0,0
223,2,1,3563,2,0.42375619846066165,0,0.0,0.0,0.0,0.0,0.0,5360,1,0.0,0.0,5,-1.2323908178737917,0,-0.9042001854905145,1.0,0
225,0,0,3486,2,-0.6538345149474958,0,1.5482109630931922,0.16730017881017414,2.0856635366746406,1.4161436025362615,0.0,310,0,0.0,0.0,5,-1.3016137329931383,1,0.08066144963855194,0.0,4
226,0,1,5146,2,-0.40663768136484163,0,0.0,0.0,0.0,0.0,0.0,4168,0,0.0,0.0,6,-1.4240841390446894,1,-0.9042001854905145,1.0,5
227,2,1,5637,2,0.7621189881865668,0,0.0,0.0,0.0,0.0,0.0,2621,1,1.0,-1.0,6,0.2826796207011802,1,-0.9042001854905145,1.0,2
228,2,1,3501,0,-1.0524236872304857,0,0.0,0.0,0.0,0.0,0.0,6579,1,1.0,-1.0,5,-1.28948350114504,1,-0.9042001854905145,1.0,4
233,0,1,5159,1,0.908834043856749,0,0.0,0.0,0.0,0.0,0.0,1201,0,0.0,0.0,6,-1.409117979907332,1,-0.9042001854905145,1.0,2
235,0,0,3579,2,0.17162185197602428,0,1.5664462828442505,1.5798061353498631,2.0077428207196206,0.0,0.0,4069,0,0.0,0.0,5,-1.2216210700841441,0,0.10795656204281195,0.0,0
236,0,0,5210,2,0.11633298232092336,0,1.5105326339238678,1.550335045253972,0.0,0.0,0.18665241123894336,1779,0,0.0,0.0,6,-1.3528621373511671,0,0.029569603435660858,0.0,0
237,0,0,3593,2,-0.40663768136484163,0,1.7652429450839666,1.243814631870792,1.9179480942721947,0.2754115523761867,0.5239995654055677,5392,1,0.0,0.0,5,-1.2110489435384328,0,0.08087465798283404,0.0,5
239,2,0,3524,0,-0.40663768136484163,0,1.9974246545314633,0.0,0.0,0.0,0.0,2408,0,1.0,-1.0,5,-1.2659633076514627,1,0.11586068351725458,0.0,5
240,2,1,3524,2,1.3129606905785711,0,0.0,0.0,0.0,0.0,0.0,6043,1,1.0,-1.0,5,-1.2659633076514627,1,-0.9042001854905145,1.0,2
241,0,0,3537,2,-0.3316849217849671,0,0.0,0.0,1.8336480918063245,1.4298835011809305,1.2205497595676964,2532,0,0.0,0.0,5,-1.2545537322213292,1,-0.002321056862006798,0.0,5
242,1,0,1322,2,-0.06132164693542493,0,0.0,2.0464360445946568,0.0,1.7271543901732307,2.0540953534530435,5855,0,0.0,0.0,4,-1.8875353860470603,1,0.3290402610743966,0.0,0
243,0,0,3621,2,-0.06132164693542493,0,1.132250174189433,0.8209236740472671,0.0,0.0,1.8013920691502292,1987,0,0.0,0.0,5,-1.1904694440824803,0,0.031107867288067376,0.0,0
244,0,1,5226,2,0.05916956055372249,0,0.0,0.0,0.0,0.0,0.0,4397,1,0.0,0.0,6,-1.3396163877663263,0,-0.9042001854905145,1.0,0
246,0,0,3549,2,-1.168756669551409,0,1.286934360574526,0.0,0.0,1.6612545129020104,0.18665241123894336,4173,0,0.0,0.0,5,-1.2433657160060185,1,0.027229455852055127,0.0,4
247,0,0,3564,0,0.908834043856749,0,0.0,1.314641625571793,2.036423593626558,0.0,0.0,4116,1,0.0,0.0,5,-1.2323908178737917,1,0.0191282118904417,0.0,2
248,0,0,3662,2,1.3939118892528348,0,0.0,0.7863844053314493,1.5499350563852181,0.0,1.9182804742299424,1314,0,0.0,0.0,5,-1.160916056917147,0,0.0914306712044844,0.0,3
250,0,0,3688,0,1.0110568229059989,0,1.0250676225999908,1.8776765616390803,0.0,1.0,0.0,1169,1,0.0,0.0,5,-1.1420237174692494,0,0.17109588941048984,0.0,2
251,0,0,5637,2,0.42375619846066165,0,0.0,0.0,0.0,1.7022121814105118,0.0,3764,0,1.0,-1.0,6,0.2826796207011802,1,0.029569603435660858,0.0,0
252,0,0,5253,2,0.8370717477664421,0,0.0,1.1066421396978936,0.0,0.6788821839071186,1.5648386213045615,4456,0,1.0,-1.0,6,-1.314004849940123,0,-0.06559694641870373,0.0,2
253,0,0,3708,2,-0.5673458418343992,0,0.0,0.0,2.4365033904532774,0.0,0.0,1863,1,0.0,0.0,5,-1.1237312372437271,0,0.14639849066596222,0.0,5
254,0,0,3594,2,-0.40663768136484163,0,0.0,1.6468897520738928,0.0,0.0,0.0,6677,1,0.0,0.0,5,-1.2110489435384328,1,0.03413371773123474,0.0,5
255,0,1,5268,1,0.11633298232092336,0,0.0,0.0,0.0,0.0,0.0,3471,1,1.0,-1.0,6,-1.3016137329931383,0,-0.9042001854905145,1.0,0
256,0,0,3721,2,-0.3316849217849671,0,1.3438362032940447,1.5651519112638297,0.22106472945750374,0.0,0.29583707248290936,5662,1,1.0,-1.0,5,-1.1147982717781255,0,0.015749187975147547,0.0,5
257,1,1,1321,2,-1.0524236872304857,0,0.0,0.0,0.0,0.0,0.0,3978,1,1.0,-1.0,4,-1.8875353860470603,0,-0.9042001854905145,1.0,4
258,1,1,1321,0,0.7233549947541986,0,0.0,0.0,0.0,0.0,0.0,2942,1,1.0,-1.0,4,-1.8875353860470603,0,-0.9042001854905145,1.0,2
259,0,0,3735,0,1.2279262301051308,0,0.3733048224778867,1.7272372515178367,1.0847404419957667,1.2769542673889676,0.7106519766445111,1248,0,0.0,0.0,5,-1.1060016928041174,0,0.10049697038566485,0.0,2
260,1,1,5637,0,0.6014108277170099,0,0.0,0.0,0.0,0.0,0.0,6395,1,1.0,-1.0,6,0.2826796207011802,1,-0.9042001854905145,1.0,0
261,1,0,155,2,0.05916956055372249,0,0.0,1.5391068282861378,1.1151376212729993,0.48782099059316425,1.9622283561114784,116,0,1.0,-1.0,1,-2.042099633733063,0,0.14686074103234073,0.0,0
262,0,0,3607,0,-0.5673458418343992,0,0.0,0.0,0.0,0.0,1.809637738119703,2907,0,0.0,0.0,5,-1.2006673161616077,1,0.019960152446558306,0.0,5
263,1,1,558,0,-0.5673458418343992,0,0.0,0.0,0.0,0.0,0.0,2643,1,0.0,0.0,2,-2.042099633733063,1,-0.9042001854905145,1.0,5
270,0,0,5281,2,-0.19109023381881568,0,1.2146955614409585,0.2651645097780702,2.292833997874219,0.7245884476238132,0.0,2392,1,0.0,0.0,6,-1.28948350114504,0,0.09532115285492636,0.0,5
272,0,1,5637,2,-0.8413786708007321,0,0.0,0.0,0.0,0.0,0.0,4451,0,0.0,0.0,6,0.2826796207011802,1,-0.9042001854905145,1.0,4
273,0,0,3760,2,-0.2599226256946602,0,0.0,0.0,0.884258917830015,0.0,1.9451071770832196,4132,0,0.0,0.0,5,-1.0888014683200158,0,0.09063919072032088,0.0,5
274,0,1,5198,2,-0.2599226256946602,0,0.0,0.0,0.0,0.0,0.0,5104,1,0.0,0.0,6,-1.3664195800629209,1,-0.9042001854905145,1.0,5
275,1,0,1350,2,0.05916956055372249,0,0.0,1.459612727658809,0.0,1.8861999264415685,2.30237824248692,932,0,0.0,0.0,4,-1.8234510979082117,1,0.3217334453563641,0.0,0
277,0,0,1366,2,-0.2599226256946602,0,1.5916741449658185,1.2479642436202865,1.7734625701957212,0.17376534287144,1.2454242788908108,1978,0,0.0,0.0,4,-1.7938977107428782,1,0.032022633551440485,0.0,5
278,0,0,3663,2,-0.6538345149474958,0,0.0,0.0,2.3011491911146726,0.0,0.0,4921,1,0.0,0.0,5,-1.160916056917147,1,0.08803495905975213,0.0,4
279,0,0,3675,2,-0.6538345149474958,0,1.9081093182215125,0.0,1.6146083151126955,0.48782099059316425,0.0,969,0,0.0,0.0,5,-1.1513924561040279,1,0.08783257586720514,0.0,4
280,1,0,5637,2,1.4961346683020862,0,0.0,1.3135990186015198,0.0,2.1074810929569128,1.478074917508728,4937,0,0.0,0.0,6,0.2826796207011802,1,0.26564103417513985,0.0,3
281,0,0,3772,1,1.3129606905785711,0,0.55995723371683,1.5189994278384813,0.22106472945750374,0.0,0.43339347763417224,1147,1,2.2598510045646623,-1.0,5,-1.0803901549779138,0,-0.03571622958610021,0.0,2
282,0,1,5313,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3693,1,2.2598510045646623,-1.0,6,-1.2545537322213292,0,-0.9042001854905145,1.0,0
283,0,0,3772,0,0.9776664357325935,0,1.5632213040821326,0.0,0.0,1.4452780546340924,0.0,3482,1,2.2598510045646623,-1.0,5,-1.0803901549779138,0,-0.013491126930408218,0.0,2
285,0,0,5330,0,-0.06132164693542493,0,1.6044995454518587,0.0,1.3769721186543147,0.0,1.937133759404677,3893,0,0.0,0.0,6,-1.2433657160060185,0,0.12589258286115573,0.0,0
286,0,1,5211,1,0.42375619846066165,0,0.0,0.0,0.0,0.0,0.0,67,1,0.0,0.0,6,-1.3528621373511671,1,-0.9042001854905145,1.0,0
289,0,0,5241,2,-0.6538345149474958,0,0.0,0.2651645097780702,0.0,0.0,0.0,1111,0,1.0,-1.0,6,-1.32666832081846,1,-0.7531197326899468,0.0,4
290,0,0,5241,2,-0.40663768136484163,0,0.0,0.43246468858824433,0.4421294589150075,0.0,0.0,2675,0,1.0,-1.0,6,-1.32666832081846,1,-0.6020392798893792,0.0,5
291,0,0,3689,2,1.2850896518723318,1,1.865206035807424,0.0,1.7053475983316222,0.0,0.0,5385,0,0.0,0.0,5,-1.1420237174692494,1,0.07399452587676805,0.0,2
292,0,1,5254,1,-1.168756669551409,0,0.0,0.0,0.0,0.0,0.0,524,0,0.0,0.0,6,-1.314004849940123,1,-0.9042001854905145,1.0,4
293,0,1,5356,0,0.7621189881865668,0,0.0,0.0,0.0,0.0,0.0,1272,0,0.0,0.0,6,-1.2216210700841441,0,-0.9042001854905145,1.0,2
294,0,1,5282,2,0.11633298232092336,0,0.0,0.0,0.0,0.0,0.0,1373,0,0.0,0.0,6,-1.28948350114504,1,-0.9042001854905145,1.0,0
295,0,0,5637,2,-0.5673458418343992,0,0.778326556204762,0.0,2.1258797684648725,0.0,0.29583707248290936,3512,1,0.0,0.0,6,0.2826796207011802,1,0.015749187975147547,0.0,5
298,1,0,579,2,0.327377998750677,0,1.6414989268922684,1.3907468048471214,0.0,1.2544412932048137,1.9225856419964862,3181,0,1.0,-1.0,2,-1.9596499746441913,1,0.15222645405351362,0.0,0
299,0,0,3830,2,-0.1249578576538719,0,0.0,0.0,1.7634952280952851,0.0,1.7006154419744544,4149,0,0.0,0.0,5,-1.047921580446205,0,0.015749187975147547,0.0,5
300,2,1,3840,0,0.11633298232092336,0,0.0,0.0,0.0,0.0,0.0,5251,1,0.0,0.0,5,-1.0400824835887637,0,-0.9042001854905145,1.0,0
301,2,0,3699,2,0.11633298232092336,0,2.3295695852019107,0.2651645097780702,1.708370644557123,1.8294804384632655,0.0,6668,0,0.0,0.0,5,-1.132804885100712,1,0.321084986437339,0.0,0
302,0,0,3851,2,0.8000118064762451,0,1.7625481726932624,0.16730017881017414,0.9035938671686059,0.0,0.0,4528,0,0.0,0.0,5,-1.0323486126892538,0,-0.0007693410527749438,0.0,2
