HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,SoloTraveler,Deck,CabinNum,Side,TotalSpend,NoSpend,AgeGroup
Earth,True,TRAPPIST-1e,-0.7450004710907475,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,G,-2.886951336599129,P,-0.9042001854905145,1.0,4
Europa,False,TRAPPIST-1e,0.8370717477664421,False,0.0,1.2323870236166827,1.2210647294575039,1.9626136470340338,1.8182683020163373,False,0.0,0.0,B,-2.7211990726978157,P,0.2209831918992784,0.0,2
Earth,True,TRAPPIST-1e,1.16875666955141,False,0.0,0.0,0.0,0.0,0.0,False,1.7095112913514543,-1.0,G,-2.7211990726978157,P,-0.9042001854905145,1.0,2
Earth,True,55 Cancri e,-2.9048591809372173,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,G,-2.7211990726978157,P,-0.9042001854905145,1.0,1
Earth,True,PSO J318.5-22,-0.40663768136484163,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,G,-2.7211990726978157,P,-0.9042001854905145,1.0,5
Mars,False,TRAPPIST-1e,-0.40663768136484163,False,1.8522130026671728,0.0,1.657951402001021,0.0,1.124089473669563,False,1.0,-1.0,F,-2.1383503054933706,P,0.07253094136322982,0.0,5
Mars,True,TRAPPIST-1e,-0.5673458418343992,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,F,-2.1383503054933706,P,-0.9042001854905145,1.0,5
Earth,False,55 Cancri e,0.42375619846066165,False,1.7970024138214775,0.0,0.0,0.0,0.0,False,0.0,0.0,E,-3.120566031561338,S,0.013507443527299304,0.0,0
Earth,False,TRAPPIST-1e,1.198600978759236,False,0.0,1.141017159929449,0.0,1.8124511639444472,1.3065668786726035,False,0.0,0.0,E,-2.886951336599129,S,0.11200787957113487,0.0,2
Earth,False,TRAPPIST-1e,0.0,False,0.43339347763417224,0.0,0.350379306422211,2.118812115079092,0.0,False,0.0,0.0,G,-2.3987681927521742,S,0.25827675281404244,0.0,0
Earth,False,TRAPPIST-1e,-0.1249578576538719,False,0.0,0.0,2.41426937316146,0.0,0.18665241123894336,True,0.0,0.0,F,-2.0882174188720843,S,0.13688228392955495,0.0,5
Europa,False,TRAPPIST-1e,-3.766192634348888,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,A,-3.120566031561338,S,-0.9042001854905145,1.0,1
Europa,True,TRAPPIST-1e,0.5587209665014499,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,A,-3.120566031561338,S,-0.9042001854905145,1.0,0
Europa,False,TRAPPIST-1e,0.0,False,1.51735027675657,1.5463846602085742,2.5910271376147884,1.4187778516271963,0.3733048224778867,True,1.7095112913514543,-1.0,A,-3.120566031561338,S,0.25404871935597156,0.0,0
Earth,True,PSO J318.5-22,0.46995523774025116,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,G,-2.321832113834294,S,-0.9042001854905145,1.0,0
Earth,False,TRAPPIST-1e,-0.3316849217849671,False,1.030986157725736,1.6896226945465949,1.5959035358840954,1.8120875809968304,0.18665241123894336,False,0.0,0.0,F,-2.042099633733063,S,0.18070160988426076,0.0,5
Earth,False,TRAPPIST-1e,1.3673576483106444,False,0.0,1.5411505588568966,0.0,0.7245884476238132,0.8773484072743342,False,0.0,0.0,F,-1.9994012338886524,S,-0.016701841356915673,0.0,3
Earth,True,TRAPPIST-1e,0.327377998750677,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,E,-2.7211990726978157,S,-0.9042001854905145,1.0,0
Earth,False,TRAPPIST-1e,1.3673576483106444,False,0.18665241123894336,1.215734687633624,1.6865816571527141,0.0,1.651616807975365,False,0.0,0.0,G,-2.3987681927521742,P,0.01711077686570337,0.0,3
Earth,True,PSO J318.5-22,-5.618628128055619,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,G,-2.1383503054933706,S,-0.9042001854905145,1.0,6
Earth,False,TRAPPIST-1e,-0.6538345149474958,False,0.18665241123894336,1.3412134600168464,1.9462828423063065,0.0,0.0,True,1.7095112913514543,-1.0,G,-2.1383503054933706,S,-0.0021261321596113365,0.0,4
Earth,False,55 Cancri e,-0.40663768136484163,False,2.0395578352392,0.8779792113819443,0.0,0.0,0.8667869552683445,False,1.7095112913514543,-1.0,F,-1.9224651549707714,S,0.14161999467010883,0.0,5
Mars,False,TRAPPIST-1e,0.0,False,1.7980217809998937,0.0,0.350379306422211,1.3881565336887876,0.0,False,0.0,0.0,E,-2.5926316284699227,S,0.052328420289769494,0.0,0
Earth,False,TRAPPIST-1e,-0.5673458418343992,False,1.4143453617443533,0.0,0.5714440358797147,0.17376534287144,1.7742826473220994,False,0.0,0.0,F,-1.9994012338886524,P,0.034730979710301806,0.0,5
Earth,False,TRAPPIST-1e,-0.7450004710907475,False,0.7629347951689582,1.8538227537317848,0.0,0.0,1.0691301642290858,False,0.0,0.0,F,-1.9596499746441913,P,0.15628705250368216,0.0,4
Earth,False,TRAPPIST-1e,-1.0524236872304857,False,0.0,0.16730017881017414,0.0,0.0,1.876842712274892,False,0.0,0.0,F,-1.8546027239098757,S,0.05441011535840803,0.0,4
Mars,False,PSO J318.5-22,0.5149221546039134,False,1.0367774026065846,1.069435847842278,2.1066209873363886,0.0,0.6906959960353908,False,0.0,0.0,D,-2.7211990726978157,P,0.02817029889138807,0.0,0
Europa,False,TRAPPIST-1e,0.7233549947541986,False,0.18665241123894336,2.1808967021243437,0.0,0.0,1.677229064553691,True,0.0,0.0,C,-2.7211990726978157,S,0.34645145851281084,0.0,2
Mars,False,TRAPPIST-1e,0.0,False,1.345661854409359,0.0,2.2090862097700135,0.0,0.0,True,0.0,0.0,F,-1.8234510979082117,S,0.06686995866598078,0.0,0
Mars,False,TRAPPIST-1e,0.05916956055372249,False,0.7292305501170816,0.0,2.285776143518859,0.0,0.0,True,0.0,0.0,F,-1.9224651549707714,P,0.08288381923822413,0.0,0
Europa,False,TRAPPIST-1e,0.5587209665014499,False,0.0,2.0932597819703944,0.0,1.447624627759053,2.470729268223244,False,0.0,0.0,C,-2.5926316284699227,S,0.42544383667896757,0.0,0
Earth,True,TRAPPIST-1e,-1.168756669551409,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,G,-1.9994012338886524,S,-0.9042001854905145,1.0,4
Mars,False,TRAPPIST-1e,0.7233549947541986,False,2.3993558272105453,0.0,0.0,0.0,0.0,False,1.0,-1.0,F,-1.8875353860470603,P,0.32112212371936766,0.0,2
Mars,True,TRAPPIST-1e,-3.766192634348888,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,F,-1.8875353860470603,P,-0.9042001854905145,1.0,1
Earth,False,TRAPPIST-1e,-0.19109023381881568,False,1.7598261602644765,0.0,0.0,0.0,0.778326556204762,True,0.0,0.0,G,-1.9596499746441913,S,-0.0021261321596113365,0.0,5
Europa,True,TRAPPIST-1e,0.6430465098102882,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,C,-2.4875843777356064,S,-0.9042001854905145,1.0,0
Earth,False,TRAPPIST-1e,0.7621189881865668,False,1.4424349867069723,0.0,0.0,1.6194360215457548,1.6809215368196597,False,0.0,0.0,F,-1.8546027239098757,P,0.08833797648940189,0.0,2
Mars,True,PSO J318.5-22,0.8370717477664421,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,E,-2.4875843777356064,S,-0.9042001854905145,1.0,2
Earth,True,TRAPPIST-1e,0.42375619846066165,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,G,-1.9224651549707714,S,-0.9042001854905145,1.0,0
Earth,True,TRAPPIST-1e,-0.06132164693542493,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,G,-1.8875353860470603,S,-0.9042001854905145,1.0,0
Earth,False,TRAPPIST-1e,0.0,False,0.18665241123894336,1.5804987129794716,1.1053236472875188,1.3140556477217242,0.0,False,1.0,-1.0,F,-1.7657865389264433,S,0.03398399604576989,0.0,0
Earth,False,TRAPPIST-1e,-0.5673458418343992,False,0.0,0.0,2.075835159862644,0.17376534287144,0.9573930430397399,False,1.7095112913514543,-1.0,G,-2.1932646696064,P,-0.0021261321596113365,0.0,5
Earth,True,TRAPPIST-1e,-5.618628128055619,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,G,-2.1932646696064,P,-0.9042001854905145,1.0,6
Earth,True,TRAPPIST-1e,-3.2811147889528005,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,G,-2.1932646696064,P,-0.9042001854905145,1.0,1
Europa,False,TRAPPIST-1e,1.138374596202151,False,0.0,1.7130866648877745,0.0,0.34753068574288,1.7391175308673585,False,0.0,0.0,A,-2.886951336599129,S,0.13027543873800163,0.0,2
Earth,False,TRAPPIST-1e,-0.06132164693542493,False,0.0,1.6300309704096188,0.5714440358797147,0.8765408737289972,0.0,False,1.0,-1.0,G,-2.0882174188720843,P,0.03034088618942556,0.0,0
Earth,False,TRAPPIST-1e,-0.06132164693542493,False,0.0,1.9168218697651054,2.1893989608067517,0.0,1.2056684868517225,True,1.0,-1.0,G,-2.0882174188720843,P,0.2313501598720837,0.0,0
Earth,False,PSO J318.5-22,-0.2599226256946602,False,1.5464903022351302,1.4624489898881459,1.9987919342036438,0.9119079237379881,0.0,False,1.0,-1.0,F,-1.7938977107428782,P,0.08204143158416158,0.0,5
Earth,False,TRAPPIST-1e,-3.766192634348888,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,G,-2.042099633733063,P,-0.9042001854905145,1.0,1
Mars,True,TRAPPIST-1e,0.22515521970142643,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,G,0.2826796207011802,S,-0.9042001854905145,1.0,0
Earth,False,TRAPPIST-1e,-0.6538345149474958,False,0.0,0.0,0.0,1.6852987418301841,1.2176385689646794,False,0.0,0.0,F,-1.6888504600085623,S,0.03458190722468457,0.0,4
Earth,False,TRAPPIST-1e,-0.19109023381881568,False,0.0,0.0,0.0,0.0,0.778326556204762,True,1.7095112913514543,-1.0,F,-1.665330266514985,S,-0.506718127034453,0.0,5
Earth,True,55 Cancri e,-1.7361025113858077,False,0.0,0.0,0.0,0.0,0.0,True,1.7095112913514543,-1.0,G,-1.8234510979082117,S,-0.9042001854905145,1.0,1
Earth,True,TRAPPIST-1e,-2.3375133391028178,False,0.0,0.0,0.0,0.0,0.0,False,1.7095112913514543,-1.0,G,-1.8234510979082117,S,-0.9042001854905145,1.0,1
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,2.024366422814488,0.2754115523761867,1.3148531480956882,False,0.0,0.0,F,-1.7389833466298483,P,-0.0025162582496654224,0.0,0
Mars,False,TRAPPIST-1e,-0.40663768136484163,False,2.0099075688850068,0.43246468858824433,0.9218233423019256,0.0,0.0,False,0.0,0.0,D,-2.886951336599129,S,0.12395947042101434,0.0,5
Earth,True,TRAPPIST-1e,-0.2599226256946602,False,0.0,0.0,0.0,0.0,0.0,False,1.0,-1.0,G,-1.7938977107428782,S,-0.9042001854905145,1.0,5
Earth,False,TRAPPIST-1e,-5.618628128055619,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,G,-1.7938977107428782,S,-0.9042001854905145,1.0,6
Europa,False,TRAPPIST-1e,0.2770411427904802,False,0.0,1.452666546457719,0.6206071563358557,2.0748126862005862,1.788002417768949,False,2.2598510045646623,-1.0,G,0.2826796207011802,S,0.27007135078097977,0.0,0
Europa,False,TRAPPIST-1e,0.6430465098102882,False,0.0,1.4011455944065996,0.0,0.0,2.001119014704076,False,2.2598510045646623,-1.0,B,-2.4875843777356064,P,0.14237128181290643,0.0,0
Europa,False,TRAPPIST-1e,0.7233549947541986,False,2.0736766800774644,2.2550639867410185,0.0,1.8884905829452736,1.6427091873927002,True,2.2598510045646623,-1.0,B,-2.4875843777356064,P,0.42652643315161237,0.0,2
Europa,True,TRAPPIST-1e,0.05916956055372249,False,0.0,0.0,0.0,0.0,0.0,True,2.2598510045646623,-1.0,B,-2.4875843777356064,P,-0.9042001854905145,1.0,0
Europa,True,TRAPPIST-1e,0.11633298232092336,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,E,-2.3987681927521742,S,-0.9042001854905145,1.0,0
Europa,False,55 Cancri e,0.9436014498499827,True,0.0,1.8920774162470533,1.4279525032232998,0.7245884476238132,0.7106519766445111,True,0.0,0.0,B,-3.120566031561338,S,0.18002990026071705,0.0,2
Earth,False,TRAPPIST-1e,1.42005441991312,False,0.0,0.0,2.133903562451908,0.0,0.0,True,0.0,0.0,F,-1.6888504600085623,P,0.015920125665914543,0.0,3
Earth,False,TRAPPIST-1e,0.0,False,1.189916481604246,1.2219238251603368,1.9339168855365627,1.3728968298703546,0.18665241123894336,False,0.0,0.0,G,-1.7657865389264433,S,0.03247774490288809,0.0,0
Mars,False,TRAPPIST-1e,-0.06132164693542493,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,F,-1.665330266514985,P,-0.9042001854905145,1.0,0
Europa,False,TRAPPIST-1e,0.327377998750677,False,0.18665241123894336,1.8602008296464323,0.0,0.6430081763978817,1.6167417675658093,True,0.0,0.0,D,-2.5926316284699227,P,0.1793028324933795,0.0,0
Earth,False,TRAPPIST-1e,0.6014108277170099,False,0.0,1.8729877721449322,0.0,1.050306216600437,2.3802235674372123,False,1.0,-1.0,A,-3.51993299042486,P,0.3525382478654213,0.0,0
Europa,True,TRAPPIST-1e,-1.168756669551409,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,A,-3.51993299042486,P,-0.9042001854905145,1.0,4
Mars,True,TRAPPIST-1e,-0.19109023381881568,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,F,-1.6427326748695408,P,-0.9042001854905145,1.0,5
Earth,False,TRAPPIST-1e,0.11633298232092336,False,0.0,0.0,0.0,1.6422929393979082,1.1626240277512538,False,0.0,0.0,G,-1.7389833466298483,S,0.0105196850798052,0.0,0
Earth,False,TRAPPIST-1e,-0.6538345149474958,False,1.083956799122398,1.5431771294386885,1.2476575416896074,0.0,0.18665241123894336,False,0.0,0.0,F,-1.6000342750251302,P,-0.0027117371091836913,0.0,4
Mars,True,TRAPPIST-1e,1.4961346683020862,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,F,-1.6000342750251302,S,-0.9042001854905145,1.0,3
Mars,False,TRAPPIST-1e,0.42375619846066165,False,1.7648596247230621,0.0,1.8158962341174214,0.0,0.8773484072743342,False,0.0,0.0,E,-2.321832113834294,S,0.048876981197043576,0.0,0
Mars,False,TRAPPIST-1e,1.3403785215274335,True,2.090674732673343,1.4033167917010725,0.7343611355735556,1.4437013802643412,0.29583707248290936,False,1.0,-1.0,D,-2.7211990726978157,S,0.19751619791676872,0.0,3
Mars,False,TRAPPIST-1e,0.8370717477664421,False,2.060440846822768,0.46967098044385963,0.0,0.0,0.0,False,1.0,-1.0,E,-2.2539696827733975,S,0.14843390619012345,0.0,2
Earth,True,PSO J318.5-22,-0.3316849217849671,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,G,-1.7133718088036451,S,-0.9042001854905145,1.0,5
Mars,True,TRAPPIST-1e,-0.5673458418343992,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,F,-1.560283015780669,S,-0.9042001854905145,1.0,5
Mars,False,TRAPPIST-1e,0.46995523774025116,False,2.1314648072220472,0.0,0.0,0.0,0.0,False,1.0,-1.0,D,-2.4875843777356064,S,0.1843133855129471,0.0,0
Earth,False,TRAPPIST-1e,-0.5673458418343992,False,0.0,0.6536234952370928,2.103149617131613,0.0,0.0,True,0.0,0.0,G,-1.8546027239098757,P,0.00526814338483785,0.0,5
Earth,True,TRAPPIST-1e,-1.168756669551409,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,G,-1.8234510979082117,P,-0.9042001854905145,1.0,4
Earth,False,TRAPPIST-1e,0.3762556080155835,False,0.0,0.7567927241072393,0.0,1.588581367379589,1.4373056409911642,False,1.0,-1.0,E,-2.4875843777356064,P,0.014028022147120744,0.0,0
Europa,True,55 Cancri e,0.42375619846066165,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,C,-2.3987681927521742,S,-0.9042001854905145,1.0,0
Earth,True,TRAPPIST-1e,-0.19109023381881568,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,G,-1.7938977107428782,P,-0.9042001854905145,1.0,5
Earth,False,TRAPPIST-1e,-0.06132164693542493,False,1.639673275776954,0.0,0.0,0.0,1.6527825349390073,False,1.0,-1.0,F,-1.560283015780669,P,0.0317183870677939,0.0,0
Mars,False,TRAPPIST-1e,0.22515521970142643,False,0.0,0.0,1.4622790421292153,0.0,0.0,False,0.0,0.0,F,-1.5413906763327716,P,-0.2736784173486227,0.0,0
Earth,False,TRAPPIST-1e,-0.4850778453960866,False,0.0,1.4584688243882473,1.7068627032661057,0.0,0.0,True,0.0,0.0,F,-1.5230981961072492,S,-0.017570844909067254,0.0,5
Earth,False,TRAPPIST-1e,1.198600978759236,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,G,-1.6427326748695408,S,-0.9042001854905145,1.0,2
Earth,True,TRAPPIST-1e,1.0110568229059989,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,G,-1.6209880289476664,S,-0.9042001854905145,1.0,2
Mars,False,TRAPPIST-1e,0.7233549947541986,False,1.8791108984249953,0.0,0.7647583148507885,0.0,1.16971081854046,False,0.0,0.0,F,-1.5230981961072492,P,0.06604188263133944,0.0,2
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,G,-1.6000342750251302,S,-0.9042001854905145,1.0,0
Earth,True,55 Cancri e,0.5587209665014499,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,G,-1.7657865389264433,P,-0.9042001854905145,1.0,0
Earth,False,TRAPPIST-1e,0.6836788241553226,False,0.0,0.0,0.0,0.0,1.726147969347211,False,0.0,0.0,F,-1.5053686516676394,P,-0.02267707339027958,0.0,2
Earth,False,TRAPPIST-1e,-0.3316849217849671,False,2.241402157500216,0.0,0.0,0.0,1.1113650983237304,False,0.0,0.0,G,-1.7133718088036451,P,0.2424782364395441,0.0,5
Europa,True,TRAPPIST-1e,-0.06132164693542493,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,B,-2.2539696827733975,P,-0.9042001854905145,1.0,0
Europa,True,TRAPPIST-1e,-0.7450004710907475,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,B,-2.2539696827733975,P,-0.9042001854905145,1.0,4
Earth,False,TRAPPIST-1e,1.2279262301051308,False,1.0587718676518676,1.7937847566160643,0.0,0.0,1.3228920288857884,True,1.0,-1.0,G,-1.5798158941839744,S,0.13212235549267115,0.0,2
Earth,True,PSO J318.5-22,-0.7450004710907475,False,0.0,0.0,0.0,0.0,0.0,False,1.0,-1.0,G,-1.5798158941839744,S,-0.9042001854905145,1.0,4
Mars,True,TRAPPIST-1e,0.42375619846066165,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,F,-1.4240841390446894,P,-0.9042001854905145,1.0,0
Mars,True,TRAPPIST-1e,-1.168756669551409,False,0.0,0.0,0.0,0.0,0.0,True,1.0,-1.0,F,-1.4552357650463534,S,-0.9042001854905145,1.0,4
Mars,False,TRAPPIST-1e,0.0,False,1.9441233158935212,0.0,1.2412143126717115,0.7860382942944486,1.3268232302086453,False,1.0,-1.0,F,-1.4552357650463534,S,0.10804401473543519,0.0,0
Earth,True,TRAPPIST-1e,0.22515521970142643,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,G,-1.6888504600085623,P,-0.9042001854905145,1.0,0
